"#","Name","Symbol","Market Cap","Price","Circulating Supply","Volume (24h)","% 1h","% 24h","% 7d","URLS"
1229,"Dreamcoin","DRM","$41,944","0.017001","2467234","Low Vol","-0.10%","36.27%","10.45%","https://coinmarketcap.com/currencies/dreamcoin/"
1230,"Slevin","SLEVIN","$41,213","0.000589","70000000","Low Vol","-0.18%","14.59%","-25.60%","https://coinmarketcap.com/currencies/slevin/"
1231,"EGO","EGO","$39,832","0.000664","60000001","?","?","0.50%","-16.11%","https://coinmarketcap.com/currencies/ego/"
1232,"BowsCoin","BSC","$39,212","0.007065","5550102","Low Vol","-0.18%","2.42%","?","https://coinmarketcap.com/currencies/bowscoin/"
1233,"Credence Coin","CRDNC","$38,834","0.011332","3427006","Low Vol","-0.15%","-12.96%","39.07%","https://coinmarketcap.com/currencies/credence-coin/"
1234,"VectorAI","VEC2","$37,784","0.002208","17113154","Low Vol","-0.16%","15.70%","-7.00%","https://coinmarketcap.com/currencies/vector/"
1235,"ARbit","ARB","$37,431","0.004563","8203320","Low Vol","-0.16%","-4.36%","-9.90%","https://coinmarketcap.com/currencies/arbit/"
1236,"G3N","G3N","$37,287","0.004931","7561891","Low Vol","-0.16%","0.27%","-5.59%","https://coinmarketcap.com/currencies/genstake/"
1237,"KingN Coin","KNC","$35,486","17.66","2009","Low Vol","-0.18%","0.27%","-24.98%","https://coinmarketcap.com/currencies/kingn-coin/"
1238,"BiosCrypto","BIOS","$35,245","0.001693","20821709","Low Vol","-0.16%","-3.91%","-8.70%","https://coinmarketcap.com/currencies/bios-crypto/"
1239,"Orlycoin","ORLY","$35,062","0.000957","36646779","Low Vol","-0.16%","0.27%","-7.00%","https://coinmarketcap.com/currencies/orlycoin/"
1240,"RSGPcoin","RSGP","$34,263","19.80","1731","Low Vol","-0.15%","-0.15%","?","https://coinmarketcap.com/currencies/rsgpcoin/"
1241,"TAGRcoin","TAGR","$34,151","0.000883","38669634","Low Vol","-0.16%","0.27%","-7.00%","https://coinmarketcap.com/currencies/tagrcoin/"
1242,"MiloCoin","MILO","$34,146","0.003165","10789954","Low Vol","-0.16%","-12.01%","-14.47%","https://coinmarketcap.com/currencies/milocoin/"
1243,"PlayerCoin","PLACO","$33,601","0.000957","35120000","Low Vol","-0.18%","18.50%","?","https://coinmarketcap.com/currencies/playercoin/"
1244,"Steps","STEPS","$32,897","0.001766","18625017","Low Vol","-0.16%","-7.44%","?","https://coinmarketcap.com/currencies/steps/"
1245,"ImpulseCoin","IMPS","$32,780","0.001619","20245510","Low Vol","-0.18%","10.30%","20.37%","https://coinmarketcap.com/currencies/impulsecoin/"
1246,"LetItRide","LIR","$32,627","0.000883","36944537","Low Vol","-0.16%","0.27%","-7.00%","https://coinmarketcap.com/currencies/letitride/"
1247,"LiteCoin Ultra","LTCU","$32,133","0.031441","1022000","Low Vol","-0.15%","-13.29%","-22.19%","https://coinmarketcap.com/currencies/litecoin-ultra/"
1248,"Remicoin","RMC","$32,130","0.017138","1874726","Low Vol","?","30.51%","-19.90%","https://coinmarketcap.com/currencies/remicoin/"
1249,"Braincoin","BRAIN","$31,945","0.003165","10094424","Low Vol","-0.16%","0.27%","-7.00%","https://coinmarketcap.com/currencies/braincoin/"
1250,"CryptoWorldX ...","CWXT","$30,720","0.000515","59630200","Low Vol","-0.16%","-12.26%","-18.62%","https://coinmarketcap.com/currencies/cryptoworldx-token/"
1251,"PonziCoin","PONZI","$29,785","0.034590","861099","Low Vol","-0.16%","0.27%","-38.87%","https://coinmarketcap.com/currencies/ponzicoin/"
1252,"Wild Beast Block","WBB","$29,655","0.163014","181919","Low Vol","-0.15%","2.35%","-10.71%","https://coinmarketcap.com/currencies/wild-beast-block/"
1253,"Ripto Bux","RBX","$28,640","0.000075","381236123","Low Vol","0.08%","-14.41%","-13.78%","https://coinmarketcap.com/currencies/ripto-bux/"
1254,"CRTCoin","CRT","$28,003","0.353258","79270","Low Vol","-0.16%","0.27%","-7.00%","https://coinmarketcap.com/currencies/crtcoin/"
1255,"Dollar Online","DOLLAR","$27,904","0.037019","753776","Low Vol","-0.18%","22.79%","19.83%","https://coinmarketcap.com/currencies/dollar-online/"
1256,"SONO","ALTCOM","$27,659","0.132546","208674","Low Vol","-0.15%","-0.77%","-34.00%","https://coinmarketcap.com/currencies/altcommunity-coin/"
1257,"Destiny","DES","$27,083","0.016927","1600000","Low Vol","-0.16%","-7.75%","-4.93%","https://coinmarketcap.com/currencies/destiny/"
1258,"Torcoin","TOR","$25,875","0.081838","316179","Low Vol","-0.16%","0.27%","3.22%","https://coinmarketcap.com/currencies/torcoin-tor/"
1259,"Cthulhu Offer...","OFF","$25,292","0.009641","2623382","Low Vol","-0.16%","4.83%","-22.11%","https://coinmarketcap.com/currencies/cthulhu-offerings/"
1260,"PLNcoin","PLNC","$23,897","0.001398","17089600","Low Vol","-0.15%","-4.74%","-11.99%","https://coinmarketcap.com/currencies/plncoin/"
1261,"JobsCoin","JOBS","$23,408","0.000221","106019270","Low Vol","-0.18%","0.27%","-30.25%","https://coinmarketcap.com/currencies/jobscoin/"
1262,"Bitvolt","VOLT","$23,195","0.001398","16588056","Low Vol","-0.15%","-4.74%","-2.81%","https://coinmarketcap.com/currencies/bitvolt/"
1263,"Zonecoin","ZNE","$22,803","0.008831","2581970","Low Vol","-0.16%","?","-31.95%","https://coinmarketcap.com/currencies/zonecoin/"
1264,"AnarchistsPrime","ACP","$22,667","0.005158","4394874","Low Vol","2.54%","-8.07%","-21.13%","https://coinmarketcap.com/currencies/anarchistsprime/"
1265,"OsmiumCoin","OS76","$22,568","0.025243","894026","Low Vol","-0.18%","0.27%","-25.80%","https://coinmarketcap.com/currencies/osmiumcoin/"
1266,"Save and Gain","SANDG","$21,937","0.007158","3064800","Low Vol","-0.14%","-5.99%","-44.49%","https://coinmarketcap.com/currencies/save-and-gain/"
1267,"PosEx","PEX","$21,846","0.008905","2453240","Low Vol","-0.16%","2.82%","-25.92%","https://coinmarketcap.com/currencies/posex/"
1268,"Xonecoin","XOC","$21,499","0.051189","420000","?","?","-0.37%","?","https://coinmarketcap.com/currencies/xonecoin/"
1269,"SocialCoin","SOCC","$19,263","0.013910","1384879","Low Vol","-0.16%","5.28%","35.29%","https://coinmarketcap.com/currencies/socialcoin-socc/"
1270,"iBank","IBANK","$18,321","0.004048","4526324","Low Vol","-0.16%","2.14%","-7.00%","https://coinmarketcap.com/currencies/ibank/"
1271,"Rawcoin","XRC","$17,275","0.024507","704882","Low Vol","-0.16%","-13.54%","-13.05%","https://coinmarketcap.com/currencies/rawcoin2/"
1272,"Antilitecoin","ALTC","$16,234","0.000515","31512613","Low Vol","-0.16%","0.27%","-27.66%","https://coinmarketcap.com/currencies/antilitecoin/"
1273,"SydPak","SDP","$16,186","0.100826","160531","Low Vol","-19.50%","?","-18.69%","https://coinmarketcap.com/currencies/sydpak/"
1274,"Madcoin","MDC","$13,510","0.007425","1819612","Low Vol","-4.19%","-1.43%","-84.36%","https://coinmarketcap.com/currencies/madcoin/"
1275,"BioBar","BIOB","$13,429","0.015161","885756","Low Vol","-5.65%","-0.21%","-20.02%","https://coinmarketcap.com/currencies/biobar/"
1276,"Coupecoin","COUPE","$11,902","0.000055","218281462","Low Vol","7.32%","131.22%","-3.46%","https://coinmarketcap.com/currencies/coupecoin/"
1277,"Coimatic 3.0","CTIC3","$11,308","0.005004","2259512","Low Vol","-0.18%","-2.60%","-23.51%","https://coinmarketcap.com/currencies/coimatic-3/"
1278,"NodeCoin","NODC","$11,241","0.006697","1678439","Low Vol","-0.16%","-0.82%","-3.95%","https://coinmarketcap.com/currencies/nodecoin/"
1279,"P7Coin","P7C","$10,368","0.000294","35220238","Low Vol","-0.16%","0.27%","-9.46%","https://coinmarketcap.com/currencies/p7coin/"
1280,"Elysium","ELS","$9,125","0.002278","4005012","Low Vol","?","0.14%","-17.52%","https://coinmarketcap.com/currencies/elysium/"
1281,"Selfiecoin","SLFI","$7,936","0.000074","107829281","Low Vol","-0.16%","0.28%","-6.99%","https://coinmarketcap.com/currencies/selfiecoin/"
1282,"Coimatic 2.0","CTIC2","$6,295","0.000465","13532750","Low Vol","-0.18%","5.63%","-25.96%","https://coinmarketcap.com/currencies/coimatic-2/"
1283,"GeyserCoin","GSR","$5,836","0.124524","46864","Low Vol","-21.34%","4.21%","-10.03%","https://coinmarketcap.com/currencies/geysercoin/"
1284,"Concoin","CONX","$5,423","0.007286","744266","Low Vol","-0.18%","0.24%","-2.05%","https://coinmarketcap.com/currencies/concoin/"
1285,"Magnum","MGM","$4,607","0.001104","4173571","Low Vol","-0.15%","7.43%","-17.94%","https://coinmarketcap.com/currencies/magnum/"
1286,"Tychocoin","TYCHO","$4,594","0.000914","5024368","Low Vol","?","?","?","https://coinmarketcap.com/currencies/tychocoin/"
1287,"Vault Coin","VLTC","$4,472","0.000147","30385540","Low Vol","-0.16%","0.27%","-7.00%","https://coinmarketcap.com/currencies/vault-coin/"
1288,"LevoPlus","LVPS","$3,928","0.001913","2052712","Low Vol","-0.16%","19.17%","8.73%","https://coinmarketcap.com/currencies/levoplus/"
1289,"FuturXe","FXE","$2,599","0.011039","235421","Low Vol","-0.15%","-16.44%","-63.01%","https://coinmarketcap.com/currencies/futurexe/"
1290,"CaliphCoin","CALC","$2,035","0.000306","6651808","Low Vol","3.76%","-29.21%","-45.59%","https://coinmarketcap.com/currencies/caliphcoin/"
1291,"Abncoin","ABN","$1,912","0.028236","67700","?","?","?","?","https://coinmarketcap.com/currencies/abncoin/"
1292,"Digital Credits","DGCS","$1,715","0.000294","5826388","Low Vol","-0.18%","0.27%","-25.60%","https://coinmarketcap.com/currencies/digital-credits/"
1293,"PizzaCoin","PIZZA","$1,521","0.001104","1377917","Low Vol","-0.16%","0.27%","-12.81%","https://coinmarketcap.com/currencies/pizzacoin/"
1294,"Tristar Coin","TSTR","$1,480","0.000294","5027857","Low Vol","-0.15%","0.27%","-7.01%","https://coinmarketcap.com/currencies/tristar-coin/"
1295,"DIBCOIN","DIBC","$1,095","0.000219","5000000","?","?","?","?","https://coinmarketcap.com/currencies/dibcoin/"
1296,"CCMiner","CCM100","$1,084","0.000323","3360417","Low Vol","-0.37%","-30.97%","?","https://coinmarketcap.com/currencies/ccminer/"
1297,"Ebittree Coin","EBT","$651","0.000515","1264511","Low Vol","-0.16%","-29.80%","-35.02%","https://coinmarketcap.com/currencies/ebittree-coin/"
1298,"Huobi Token","HT","?","1.69","?","$108,095,000","-0.44%","-2.80%","5.56%","https://coinmarketcap.com/currencies/huobi-token/"
1299,"ATMCoin","ATMC","?","7.67","?","$57,494,700","0.03%","-0.04%","4.80%","https://coinmarketcap.com/currencies/atmcoin/"
1300,"Elastos","ELA","?","27.35","?","$10,949,000","0.60%","-2.36%","-17.26%","https://coinmarketcap.com/currencies/elastos/"
1301,"EDUCare","EKT","?","0.062327","?","$9,690,240","0.49%","5.50%","-35.17%","https://coinmarketcap.com/currencies/educare/"
1302,"NANJCOIN","NANJ","?","0.004563","?","$8,437,240","7.78%","62.67%","770.34%","https://coinmarketcap.com/currencies/nanjcoin/"
1303,"Dragon Coins","DRG","?","0.912599","?","$6,917,760","2.20%","11.37%","-36.38%","https://coinmarketcap.com/currencies/dragon-coins/"
1304,"Wanchain","WAN","?","3.41","?","$6,899,230","-0.36%","2.03%","1.25%","https://coinmarketcap.com/currencies/wanchain/"
1305,"TopChain","TOPC","?","0.019327","?","$5,521,990","0.04%","-2.03%","-3.59%","https://coinmarketcap.com/currencies/topchain/"
1306,"ChatCoin","CHAT","?","0.077906","?","$4,892,070","0.32%","-2.99%","-8.60%","https://coinmarketcap.com/currencies/chatcoin/"
1307,"Noah Coin","NOAH","?","0.008692","?","$3,688,700","-2.74%","-10.84%","-37.30%","https://coinmarketcap.com/currencies/noah-coin/"
1308,"WaykiChain","WIC","?","0.446851","?","$3,374,800","1.59%","0.78%","13.23%","https://coinmarketcap.com/currencies/waykichain/"
1309,"OceanChain","OC","?","0.003782","?","$2,971,340","-0.87%","-0.18%","-17.34%","https://coinmarketcap.com/currencies/oceanchain/"
1310,"W3Coin","W3C","?","0.000316","?","$2,621,470","11.35%","-0.67%","-13.77%","https://coinmarketcap.com/currencies/w3coin/"
1311,"Lightning Bit...","LBTC","?","93.25","?","$2,430,100","-1.51%","-17.80%","18.69%","https://coinmarketcap.com/currencies/lightning-bitcoin/"
1312,"Fargocoin","FRGC","?","8.46","?","$2,174,030","-0.91%","-5.68%","4.00%","https://coinmarketcap.com/currencies/fargocoin/"
1313,"Tokenomy","TEN","?","0.267658","?","$1,899,360","0.53%","4.36%","-6.11%","https://coinmarketcap.com/currencies/tokenomy/"
1314,"Show","SHOW","?","0.001998","?","$1,884,310","-1.86%","-3.68%","-14.99%","https://coinmarketcap.com/currencies/show/"
1315,"WINCOIN","WC","?","1.00","?","$1,634,680","0.69%","9.46%","16.87%","https://coinmarketcap.com/currencies/win-coin/"
1316,"AMLT Token","AMLT","?","0.064651","?","$1,531,660","-0.09%","3.95%","-3.23%","https://coinmarketcap.com/currencies/amlt/"
1317,"StarChain","STC","?","0.021336","?","$1,326,400","0.70%","-6.44%","-10.08%","https://coinmarketcap.com/currencies/starchain/"
1318,"FairGame","FAIR","?","0.015149","?","$1,209,290","0.13%","-7.56%","-16.16%","https://coinmarketcap.com/currencies/fairgame/"
1319,"Molecular Future","MOF","?","0.193297","?","$1,193,800","0.48%","5.01%","-7.23%","https://coinmarketcap.com/currencies/molecular-future/"
1320,"OFCOIN","OF","?","0.001019","?","$1,147,490","0.35%","-3.21%","-10.97%","https://coinmarketcap.com/currencies/ofcoin/"
1321,"Acute Angle C...","AAC","?","0.093611","?","$1,066,200","-0.66%","4.96%","15.17%","https://coinmarketcap.com/currencies/acute-angle-cloud/"
1322,"IP Exchange","IPSX","?","0.005685","?","$991,208","1.02%","2.18%","-8.94%","https://coinmarketcap.com/currencies/ip-exchange/"
1323,"AWARE","AWR","?","0.013439","?","$874,146","3.90%","-0.88%","3.93%","https://coinmarketcap.com/currencies/aware/"
1324,"Octoin Coin","OCC","?","3.59","?","$847,566","0.20%","-4.30%","-31.56%","https://coinmarketcap.com/currencies/octoin-coin/"
1325,"Electronic PK...","EPC","?","0.038664","?","$787,038","-0.20%","-2.86%","-10.54%","https://coinmarketcap.com/currencies/electronic-pk-chain/"
1326,"Tezos (Pre-La...","XTZ","?","2.83","?","$726,924","-0.27%","0.57%","-7.24%","https://coinmarketcap.com/currencies/tezos/"
1327,"ugChain","UGC","?","0.033200","?","$697,751","-0.01%","-2.60%","-9.06%","https://coinmarketcap.com/currencies/ugchain/"
1328,"Vice Industry...","VIT","?","0.025053","?","$679,142","5.80%","?","?","https://coinmarketcap.com/currencies/vice-industry-token/"
1329,"RealChain","RCT","?","0.027106","?","$676,658","0.95%","-0.46%","-17.48%","https://coinmarketcap.com/currencies/realchain/"
1330,"Content and A...","CAN","?","0.014749","?","$610,843","-0.09%","-0.75%","-20.68%","https://coinmarketcap.com/currencies/content-and-ad-network/"
1331,"TerraNova","TER","?","11.08","?","$608,739","1.28%","-3.19%","-12.16%","https://coinmarketcap.com/currencies/terranova/"
1332,"Neurotoken","NTK","?","0.486385","?","$600,664","1.07%","25.26%","66.29%","https://coinmarketcap.com/currencies/neurotoken/"
1333,"Qube","QUBE","?","0.035851","?","$568,858","-0.69%","-1.95%","37.44%","https://coinmarketcap.com/currencies/qube/"
1334,"Mixin","XIN","?","220.22","?","$535,606","2.88%","-25.11%","-48.28%","https://coinmarketcap.com/currencies/mixin/"
1335," SelfSell","SSC","?","0.037186","?","$525,683","-5.32%","0.28%","-8.68%","https://coinmarketcap.com/currencies/selfsell/"
1336,"Sentinel Chain","SENC","?","0.066020","?","$506,066","-0.18%","-1.06%","?","https://coinmarketcap.com/currencies/sentinel-chain/"
1337,"LightChain","LIGHT","?","0.000949","?","$478,597","-0.87%","-3.13%","1.84%","https://coinmarketcap.com/currencies/lightchain/"
1338,"Animation Vis...","AVH","?","0.006767","?","$471,166","-0.17%","1.53%","-24.04%","https://coinmarketcap.com/currencies/animation-vision-cash/"
1339,"BitRent","RNTB","?","0.059581","?","$449,008","-14.29%","51.93%","73.48%","https://coinmarketcap.com/currencies/bitrent/"
1340," WETH","WETH","?","429.63","?","$397,312","3.53%","6.76%","-4.64%","https://coinmarketcap.com/currencies/weth/"
1341,"iQuant","IQT","?","0.070060","?","$377,571","-2.93%","-2.86%","3.29%","https://coinmarketcap.com/currencies/iquant/"
1342,"Bitcoin Private","BTCP","?","22.26","?","$369,677","0.85%","-7.83%","-15.43%","https://coinmarketcap.com/currencies/bitcoin-private/"
1343,"UG Token","UGT","?","0.388651","?","$362,659","0.17%","2.22%","-9.75%","https://coinmarketcap.com/currencies/ug-token/"
1344,"Maggie","MAG","?","0.010833","?","$332,589","0.00%","0.90%","-2.68%","https://coinmarketcap.com/currencies/maggie/"
1345,"Kcash","KCASH","?","0.076849","?","$323,093","-1.02%","6.74%","-3.22%","https://coinmarketcap.com/currencies/kcash/"
1346,"Centrality","CENNZ","?","0.441720","?","$280,163","-2.78%","46.54%","111.44%","https://coinmarketcap.com/currencies/centrality/"
1347,"ValueChain","VLC","?","0.031092","?","$262,207","1.49%","-2.20%","-27.43%","https://coinmarketcap.com/currencies/valuechain/"
1348,"BitStation","BSTN","?","0.005196","?","$246,900","0.76%","1.07%","?","https://coinmarketcap.com/currencies/bitstation/"
1349,"Litecoin Cash","LCC","?","0.214679","?","$246,278","-3.06%","-17.91%","22.17%","https://coinmarketcap.com/currencies/litecoin-cash/"
1350,"United Bitcoin","UBTC","?","11.56","?","$244,331","1.84%","-3.15%","-32.18%","https://coinmarketcap.com/currencies/united-bitcoin/"
1351,"StockChain","SCC","?","0.032124","?","$241,738","0.34%","16.56%","?","https://coinmarketcap.com/currencies/stockchain/"
1352,"Super Bitcoin","SBTC","?","10.12","?","$232,929","1.88%","34.67%","25.37%","https://coinmarketcap.com/currencies/super-bitcoin/"
1353,"Filecoin [Fut...","FIL","?","8.17","?","$194,023","0.34%","-8.12%","14.31%","https://coinmarketcap.com/currencies/filecoin/"
1354,"Aidos Kuneen","ADK","?","13.89","?","$168,647","-0.16%","4.18%","-22.25%","https://coinmarketcap.com/currencies/aidos-kuneen/"
1355,"Titanium BAR","TBAR","?","0.263059","?","$161,580","0.94%","-1.84%","15.39%","https://coinmarketcap.com/currencies/titanium-bar/"
1356,"COMSA [ETH]","CMS","?","0.622044","?","$161,532","-1.40%","1.04%","-5.36%","https://coinmarketcap.com/currencies/comsa-eth/"
1357,"StrikeBitClub","SBC","?","0.006256","?","$152,347","-1.00%","-7.08%","-6.70%","https://coinmarketcap.com/currencies/strikebitclub/"
1358,"BitSoar","BSR","?","0.125112","?","$141,159","-1.98%","-4.33%","-4.07%","https://coinmarketcap.com/currencies/bitsoar/"
1359,"Infinity Econ...","XIN","?","0.012887","?","$131,028","0.23%","-1.56%","-12.29%","https://coinmarketcap.com/currencies/infinity-economics/"
1360,"SegWit2x","B2X","?","1.15","?","$130,664","-0.28%","4.82%","-0.21%","https://coinmarketcap.com/currencies/segwit2x/"
1361,"COMSA [XEM]","CMS","?","0.621637","?","$129,424","-1.64%","0.84%","-5.94%","https://coinmarketcap.com/currencies/comsa-xem/"
1362,"BitcoinX","BCX","?","0.005824","?","$118,974","1.58%","11.79%","11.31%","https://coinmarketcap.com/currencies/bitcoinx/"
1363,"MOAC","MOAC","?","9.51","?","$117,815","-1.90%","-6.26%","-16.17%","https://coinmarketcap.com/currencies/moac/"
1364,"MktCoin","MLM","?","0.036807","?","$99,155","0.56%","-9.44%","-32.65%","https://coinmarketcap.com/currencies/mktcoin/"
1365,"PACcoin","$PAC","?","0.005059","?","$87,925","1.38%","3.51%","-13.65%","https://coinmarketcap.com/currencies/paccoin/"
1366,"Switcheo","SWH","?","0.012359","?","$85,425","-0.67%","-0.69%","?","https://coinmarketcap.com/currencies/switcheo/"
1367,"MergeCoin","MGC","?","0.189950","?","$83,835","-0.15%","0.96%","-0.49%","https://coinmarketcap.com/currencies/mergecoin/"
1368,"Bee Token","BEE","?","0.059380","?","$82,964","-3.09%","-6.94%","-28.03%","https://coinmarketcap.com/currencies/bee-token/"
1369,"Sphre AIR","XID","?","0.142441","?","$82,644","0.03%","-2.51%","-16.42%","https://coinmarketcap.com/currencies/sphre-air/"
1370,"Etherecash","ECH","?","0.337141","?","$82,606","-0.22%","-7.75%","-20.30%","https://coinmarketcap.com/currencies/etherecash/"
1371,"Jingtum Tech","SWTC","?","0.006972","?","$79,847","-0.15%","7.64%","-7.43%","https://coinmarketcap.com/currencies/jingtum-tech/"
1372,"IPChain","IPC","?","0.512544","?","$73,811","-0.12%","-11.12%","-8.90%","https://coinmarketcap.com/currencies/ipchain/"
1373,"DATx","DATX","?","0.015857","?","$67,463","0.09%","4.34%","-11.75%","https://coinmarketcap.com/currencies/datx/"
1374,"Consensus","SEN","?","0.009426","?","$60,603","-5.00%","-5.99%","?","https://coinmarketcap.com/currencies/consensus/"
1375,"HODL Bucks","HDLB","?","0.059465","?","$59,652","-1.97%","-41.21%","8.63%","https://coinmarketcap.com/currencies/hodl-bucks/"
1376,"High Gain","HIGH","?","0.000442","?","$59,173","15.92%","41.75%","39.50%","https://coinmarketcap.com/currencies/high-gain/"
1377,"PressOne","PRS","?","0.153696","?","$54,110","-2.91%","-3.46%","-5.23%","https://coinmarketcap.com/currencies/pressone/"
1378,"Gems","GEM","?","0.010649","?","$53,018","0.32%","-1.86%","-14.52%","https://coinmarketcap.com/currencies/gems-protocol/"
1379,"HireMatch","HIRE","?","0.026060","?","$51,512","-4.78%","0.74%","13.19%","https://coinmarketcap.com/currencies/hirematch/"
1380,"BigONE Token","BIG","?","1.20","?","$46,612","1.10%","3.81%","-14.79%","https://coinmarketcap.com/currencies/bigone-token/"
1381,"Peculium","PCL","?","0.002233","?","$43,282","0.34%","-30.96%","-27.68%","https://coinmarketcap.com/currencies/peculium/"
1382,"Nexxus","NXX","?","0.020414","?","$41,953","0.17%","70.60%","?","https://coinmarketcap.com/currencies/nexxus/"
1383,"Lendroid Supp...","LST","?","0.008672","?","$35,283","1.57%","22.39%","-24.47%","https://coinmarketcap.com/currencies/lendroid-support-token/"
1384,"Swisscoin","SIC","?","0.000589","?","$35,016","-0.15%","12.36%","-24.44%","https://coinmarketcap.com/currencies/swisscoin/"
1385,"EA Coin","EAG","?","0.023771","?","$32,599","-0.16%","3.02%","-12.78%","https://coinmarketcap.com/currencies/ea-coin/"
1386,"InvestDigital","IDT","?","0.033583","?","$31,714","-2.23%","0.77%","-11.01%","https://coinmarketcap.com/currencies/investdigital/"
1387,"Escroco","ESC","?","0.143585","?","$30,729","-3.76%","8.68%","45.93%","https://coinmarketcap.com/currencies/escoro/"
1388,"United Trader...","UTT","?","0.304877","?","$26,734","0.05%","2.46%","-19.57%","https://coinmarketcap.com/currencies/uttoken/"
1389,"Runners","RUNNERS","?","0.000294","?","$25,454","-0.15%","-36.96%","3.41%","https://coinmarketcap.com/currencies/runners/"
1390,"ZenGold","ZENGOLD","?","0.019245","?","$17,528","4.39%","3.78%","3.14%","https://coinmarketcap.com/currencies/zengold/"
1391,"CryptopiaFeeS...","CEFS","?","1173.51","?","$16,762","-0.16%","11.79%","-5.16%","https://coinmarketcap.com/currencies/cryptopiafeeshares/"
1392,"EtherDelta Token","EDT","?","0.011864","?","$14,605","-0.73%","-4.06%","?","https://coinmarketcap.com/currencies/etherdelta-token/"
1393,"Candy","CANDY","?","0.000245","?","$14,592","0.12%","-7.01%","1.85%","https://coinmarketcap.com/currencies/candy/"
1394,"Gladius Token","GLA","?","0.386304","?","$14,121","0.14%","0.68%","-11.81%","https://coinmarketcap.com/currencies/gladius-token/"
1395,"HOQU","HQX","?","0.048546","?","$13,995","15.81%","20.55%","16.50%","https://coinmarketcap.com/currencies/hoqu/"
1396," Numus","NMS","?","0.905196","?","$13,841","-0.58%","3.50%","-12.84%","https://coinmarketcap.com/currencies/numus/"
1397,"NaPoleonX","NPX","?","0.204365","?","$13,323","0.12%","13.48%","-10.74%","https://coinmarketcap.com/currencies/napoleonx/"
1398,"MSD","MSD","?","0.018307","?","$12,836","-0.16%","0.95%","1.64%","https://coinmarketcap.com/currencies/msd/"
1399,"Hyper Pay","HPY","?","0.025002","?","$12,298","-0.42%","-3.66%","-8.50%","https://coinmarketcap.com/currencies/hyper-pay/"
1400,"BnkToTheFuture","BFT","?","0.069734","?","$11,715","-0.77%","-6.86%","-8.52%","https://coinmarketcap.com/currencies/bnktothefuture/"
1401," TechShares","THS","?","0.490823","?","$10,431","-3.86%","-13.95%","5.06%","https://coinmarketcap.com/currencies/techshares/"
1402,"International...","XID","?","0.002134","?","$10,087","-0.16%","7.70%","-12.31%","https://coinmarketcap.com/currencies/international-diamond/"
1403,"Read","READ","?","0.017776","?","$9,837","0.67%","-7.02%","4.48%","https://coinmarketcap.com/currencies/read/"
1404,"Nitro","NOX","?","0.117453","?","$9,034","0.16%","24.35%","63.04%","https://coinmarketcap.com/currencies/nitro/"
1405,"CFun","CFUN","?","0.005425","?","$9,023","-0.17%","-3.20%","-8.04%","https://coinmarketcap.com/currencies/cfun/"
1406,"Fluz Fluz","FLUZ","?","0.058154","?","$8,633","0.15%","-7.03%","-23.91%","https://coinmarketcap.com/currencies/fluz-fluz/"
1407,"Cubits","QBT","?","0.002576","?","$8,309","-0.16%","0.27%","-19.90%","https://coinmarketcap.com/currencies/cubits/"
1408,"HalalChain","HLC","?","0.081350","?","$7,925","-4.94%","-6.16%","-25.67%","https://coinmarketcap.com/currencies/halalchain/"
1409,"Golos Gold","GBG","?","0.045030","?","$7,814","-2.33%","-6.55%","-9.58%","https://coinmarketcap.com/currencies/golos-gold/"
1410,"BlockCDN","BCDN","?","0.013682","?","$6,914","-2.66%","-0.33%","-18.99%","https://coinmarketcap.com/currencies/blockcdn/"
1411,"UnlimitedIP","UIP","?","0.022896","?","$6,529","-0.05%","-0.10%","11.31%","https://coinmarketcap.com/currencies/unlimitedip/"
1412,"IDEX Membership","IDXM","?","1541.31","?","$6,414","0.15%","4.70%","-16.88%","https://coinmarketcap.com/currencies/idex-membership/"
1413,"Signal Token","SIG","?","0.017828","?","$5,949","0.64%","-0.07%","2.80%","https://coinmarketcap.com/currencies/signal-token/"
1414,"Vulcano","VULC","?","0.000976","?","$5,709","-4.09%","-10.79%","-30.36%","https://coinmarketcap.com/currencies/vulcano/"
1415,"GameChain System","GCS","?","0.007532","?","$5,459","-0.11%","1.43%","2.14%","https://coinmarketcap.com/currencies/gamechain/"
1416,"BT2 [CST]","BT2","?","40.48","?","$5,264","3.60%","-16.56%","-28.85%","https://coinmarketcap.com/currencies/bt2-cst/"
1417,"NumusCash","NUMUS","?","0.000221","?","$4,924","-4.70%","0.27%","39.50%","https://coinmarketcap.com/currencies/numuscash/"
1418,"Francs","FRN","?","0.026946","?","$4,601","-0.16%","-2.70%","1.54%","https://coinmarketcap.com/currencies/francs/"
1419,"Animecoin","ANI","?","0.002723","?","$4,200","-0.16%","-4.07%","-23.91%","https://coinmarketcap.com/currencies/animecoin/"
1420,"WA Space","WA","?","0.006992","?","$3,575","-0.16%","9.49%","-23.79%","https://coinmarketcap.com/currencies/wa-space/"
1421,"Titanium Bloc...","BAR","?","0.007469","?","$3,324","0.03%","-0.77%","-25.69%","https://coinmarketcap.com/currencies/titanium-blockchain/"
1422,"ACChain","ACC","?","0.507660","?","$3,131","-0.16%","0.27%","-4.31%","https://coinmarketcap.com/currencies/acchain/"
1423,"Tattoocoin (L...","TLE","?","11.78","?","$2,858","-20.12%","-45.36%","1631.45%","https://coinmarketcap.com/currencies/tattoocoin-limited/"
